#gs	avg_shap	gid	gs2
EXTL1	0.00984777072090965	2134	EXTL1
PACSIN3	0.012624645120053832	29763	PACSIN3
ANKRD40CL	0.003406817487941983	55018	ANKRD40CL
HECA	0.005407193790273349	51696	HECA
ARFRP1	0.004861518738141492	10139	ARFRP1
COX6C	0.00836893616565092	1345	COX6C
SLC16A12	0.005288951975653938	387700	SLC16A12
PTGES2	0.004644018276606043	80142	PTGES2
MAP3K2	0.006050404429573089	10746	MAP3K2
PLBD1	0.07820341205518948	79887	PLBD1
C17orf113	0.007728574301578267	110806298	C17orf113
ZC4H2	0.013922626825334189	55906	ZC4H2
LRFN1	0.004958961470614113	57622	LRFN1
CLCF1	0.004999493364477791	23529	CLCF1
M6PR	0.004738933403761829	4074	M6PR
PLCG1	0.01485403873643715	5335	PLCG1
RHOT1	0.001499075499439901	55288	RHOT1
KCTD8	0.0033964999637595846	386617	KCTD8
HERC4	0.012108066361098638	26091	HERC4
ZNF607	0.015761730935836143	84775	ZNF607
NNMT	0.025360576123262632	4837	NNMT
HRH2	0.0033123067758584973	3274	HRH2
OXLD1	0.0029862704452740304	339229	OXLD1
EIF4ENIF1	0.0035176602357984625	56478	EIF4ENIF1
SMIM31	0.0016685024478870492	100505989	SMIM31
BHMT	0.0022502797835890135	635	BHMT
RAB21	0.007398856484526476	23011	RAB21
ALDH1A3	0.018943334585964682	220	ALDH1A3
LOXL3	0.009790128057174257	84695	LOXL3
TIGD1	0.00705059016986105	200765	TIGD1
SRPK3	0.016957361334763794	26576	SRPK3
E2F5	0.016095042911064745	1875	E2F5
DMAC2	0.005619118840417385	55101	DMAC2
ALPI	0.0013797227773063997	248	ALPI
LST1	0.023309193663668192	7940	LST1
SRPK1	0.023846897893957684	6732	SRPK1
LSM3	0.014418622536837133	27258	LSM3
CCDC117	0.008546329635899552	150275	CCDC117
CHP1	0.008982703473239966	11261	CHP1
DNAJA1	0.03327059635266178	3301	DNAJA1
CHD8	0.014176754258806401	57680	CHD8
VSIR	0.03297836968505409	64115	VSIR
BTNL2	0.0006130139912173167	56244	BTNL2
CLCA4	0.0014118628615523833	22802	CLCA4
RAB11A	0.01111314993079769	8766	RAB11A
CEP63	0.017436793538069314	80254	CEP63
TEN1	0.00980618838733961	100134934	TEN1
LRRC71	0.0017550722527825662	149499	LRRC71
SPMAP1	0.0006261796911516297	388381	SPMAP1
RSL24D1	0.023962039727565006	51187	RSL24D1
FAM236C	2.540619114737606e-06	109729126	FAM236C
ZNF705B	8.548955786135154e-05	100132396	ZNF705B
LCE5A	0.0005186410735904299	254910	LCE5A
NOPCHAP1	0.0011619038125078157	121053	NOPCHAP1
FRMPD4	0.006472611627394166	9758	FRMPD4
RNF114	0.00869015803161466	55905	RNF114
MCC	0.014250585898992038	4163	MCC
GABRA3	0.012308106292718049	2556	GABRA3
HLA-C	0.017394804305284735	3107	HLA-C
L3MBTL2	0.012338852963667917	83746	L3MBTL2
SAMD14	0.006995226001352948	201191	SAMD14
SNTG1	0.0014141745328842502	54212	SNTG1
RTP1	0.00048757778294216764	132112	RTP1
RBMY1J	0.00017378661143115264	378951	RBMY1J
TIGD7	0.009639732794848187	91151	TIGD7
SERPINH1	0.01743420426399089	871	SERPINH1
GPX6	0.00020468905610724884	257202	GPX6
SURF6	0.00331674293740575	6838	SURF6
NDUFAF1	0.003600173261908476	51103	NDUFAF1
CD83	0.01755139809579291	9308	CD83
GP9	0.0013527003987963157	2815	GP9
STOM	0.014027152665149686	2040	STOM
HES5	0.0009663819820954627	388585	HES5
RARB	0.006311491971161022	5915	RARB
AP3M2	0.005932947539543188	10947	AP3M2
PIR	0.01830564788655591	8544	PIR
LMO1	0.0037380550249171943	4004	LMO1
ASS1	0.01703060614335786	445	ASS1
AFG1L	0.0048394835487158405	246269	AFG1L
HCK	0.012190443860675805	3055	HCK
GNAI1	0.007244293287257873	2770	GNAI1
ZNRF3	0.0037106510189919696	84133	ZNRF3
GNAQ	0.002474700471350969	2776	GNAQ
GRID2IP	0.0008333943855762218	392862	GRID2IP
DICER1	0.003774905384266555	23405	DICER1
GNAZ	0.007526802790350689	2781	GNAZ
BPI	0.001697962390243135	671	BPI
NIBAN2	0.004670099679910189	64855	NIBAN2
GUCY1A1	0.004487324701202341	2982	GUCY1A1
MPHOSPH8	0.005711922035897936	54737	MPHOSPH8
STAT3	0.004306932331426068	6774	STAT3
MUCL1	0.003845651205308972	118430	MUCL1
UTP6	0.0025128959999674	55813	UTP6
PPAN	0.003608030583417253	56342	PPAN
DCTN4	0.005282500114485329	51164	DCTN4
AP1S1	0.0070053323660982224	1174	AP1S1
EEIG1	0.006486426140327647	399665	EEIG1
PCNA	0.0033249617240773245	5111	PCNA
LTN1	0.0059783010565008475	26046	LTN1
CARD17P	0.0035732653424610057	440068	CARD17P
RPAP2	0.005443151002167943	79871	RPAP2
ZBTB41	0.005114375787821672	360023	ZBTB41
DEFB107B	2.1713561384885972e-05	503614	DEFB107B
AKR1B10	0.006036971021335561	57016	AKR1B10
PPIE	0.003784709915896883	10450	PPIE
ADIPOR1	0.005654733831054192	51094	ADIPOR1
ATP5MF	0.002820372268078113	9551	ATP5MF
TDRD6	0.0008742636707153544	221400	TDRD6
TREML4	0.0005477584045498686	285852	TREML4
ANKRA2	0.008811889967428307	57763	ANKRA2
CCDC134	0.006668503401371958	79879	CCDC134
SLC9A5	0.004085142761413718	6553	SLC9A5
OR2D3	3.060527283796137e-05	120775	OR2D3
MBOAT2	0.0062379300662140785	129642	MBOAT2
GTF2I	0.005427504281465465	2969	GTF2I
PEG10	0.02713230857107517	23089	PEG10
ATMIN	0.003526195739466366	23300	ATMIN
RAB30	0.005086980196068798	27314	RAB30
SIPA1L3	0.009167620730254384	23094	SIPA1L3
EGFR	0.031879428070321715	1956	EGFR
AMDHD2	0.012813427210185304	51005	AMDHD2
PUDP	0.006894891201616677	8226	PUDP
COQ5	0.0028543636092833342	84274	COQ5
FKBP2	0.002422315460828741	2286	FKBP2
ATP5IF1	0.005573997294269933	93974	ATP5IF1
SRSF10	0.009699857027190957	10772	SRSF10
PTPN4	0.0022927142810363842	5775	PTPN4
OR4C11	1.1173784231135482e-05	219429	OR4C11
PGBD2	0.006586609763551291	267002	PGBD2
C5AR2	0.004076580246435651	27202	C5AR2
FLNC	0.02015461759339717	2318	FLNC
SERPINE3	0.000398526951683872	647174	SERPINE3
ANP32B	0.0035769558927606403	10541	ANP32B
SUN1	0.008126584626396902	23353	SUN1
PABIR1	0.004509594003732839	116224	PABIR1
FBN3	0.003658824500979139	84467	FBN3
NUP50	0.01056994891439885	10762	NUP50
TTI1	0.006608789377725552	9675	TTI1
SAMD10	0.011837303357939304	140700	SAMD10
MTARC1	0.029731485256300365	64757	MTARC1
CCDC85B	0.012254311691321669	11007	CCDC85B
QRICH1	0.0050816174349882426	54870	QRICH1
KNL1	0.005974724511465388	57082	KNL1
CDH4	0.007488608096902155	1002	CDH4
OR8B8	5.8927978054451474e-05	26493	OR8B8
ORMDL2	0.00582831174898676	29095	ORMDL2
GOLGA8R	0.007039928065681692	101059918	GOLGA8R
INSYN2A	0.0015616705070692885	642938	INSYN2A
TEX14	0.003437354817118487	56155	TEX14
OR1L3	0.00033637362975663725	26735	OR1L3
CGN	0.03406464066660802	57530	CGN
CDC37	0.004683312594909026	11140	CDC37
CFAP157	0.003595915908463899	286207	CFAP157
SLC25A30	0.006749930929264197	253512	SLC25A30
CILK1	0.022691825932528352	22858	CILK1
RIMBP2	0.012156580098268149	23504	RIMBP2
SCYL3	0.00938500673427784	57147	SCYL3
PFKM	0.0161396269082139	5213	PFKM
MRPS23	0.005327979198854093	51649	MRPS23
PRPF39	0.014726701487046566	55015	PRPF39
RIMS4	0.01670077814930247	140730	RIMS4
STARD3	0.005190033815828721	10948	STARD3
GOLGA6L1	0.000428382896291113	283767	GOLGA6L1
BTNL8	0.002086905052803281	79908	BTNL8
IRAK3	0.012744093967227928	11213	IRAK3
ACADS	0.016756651691051224	35	ACADS
PRAMEF15	0.0005197749537021883	653619	PRAMEF15
CHN2	0.008604530597887553	1124	CHN2
CRISP3	0.0047633191076179165	10321	CRISP3
TRIM7	0.03435076315242166	81786	TRIM7
CACNA2D2	0.014191251552988714	9254	CACNA2D2
FBF1	0.008836751294131442	85302	FBF1
CREG2	0.008000453169214978	200407	CREG2
MAIP1	0.001119918338303247	79568	MAIP1
CHRNA7	0.02423397454568536	1139	CHRNA7
DHRS11	0.011532671717885978	79154	DHRS11
JAK3	0.03355894159915177	3718	JAK3
FBXO24	0.005196354071225351	26261	FBXO24
EXOSC9	0.004265576163021528	5393	EXOSC9
MRPS9	0.036658893799379956	64965	MRPS9
CD80	0.00730569326771363	941	CD80
NALF2	0.009010221038608626	27112	NALF2
GYS2	0.0012392881693913383	2998	GYS2
SPARCL1	0.021329309512706122	8404	SPARCL1
PRAMEF33	0.0004065639401122754	645382	PRAMEF33
GSPT2	0.02267596087067294	23708	GSPT2
GOLGA8K	0.0181178927485017	653125	GOLGA8K
DOC2B	0.016152096209156454	8447	DOC2B
TRIM6	0.011693178531182107	117854	TRIM6
S100A3	0.1004711911439427	6274	S100A3
VWC2	0.0008334506076519405	375567	VWC2
TIMELESS	0.011679662754940147	8914	TIMELESS
STK35	0.0032059905217807026	140901	STK35
SLC39A6	0.008672725844649358	25800	SLC39A6
GOLGA6L9	0.006069717751045556	440295	GOLGA6L9
MFSD1	0.020919727584442747	64747	MFSD1
OR4A16	0.0024157984932312395	81327	OR4A16
RECQL	0.004977238014054626	5965	RECQL
LBHD1	0.00898907225061512	79081	LBHD1
ZNF367	0.05801228697101054	195828	ZNF367
RBM4B	0.016491601690522294	83759	RBM4B
RRP9	0.009302191043151416	9136	RRP9
FAM222A	0.010603625352276453	84915	FAM222A
TBX6	0.006840764115717916	6911	TBX6
TDRD15	0.0010399009430492904	100129278	TDRD15
COA4	0.015411856406433664	51287	COA4
SLAMF7	0.026103775900744548	57823	SLAMF7
NFE2L3	0.016067314360830063	9603	NFE2L3
CCL8	0.00112862657372595	6355	CCL8
SCRN3	0.033375590111068776	79634	SCRN3
RPP14	0.006246362113379489	11102	RPP14
CLECL1P	0.016814939051883904	160365	CLECL1P
AQP12A	0.00026525438898309273	375318	AQP12A
OR2V1	9.658042794372469e-05	26693	OR2V1
TARS2	0.003906884738714453	80222	TARS2
TAS2R42	0.0005973929549031295	353164	TAS2R42
LCN2	0.025096705577302918	3934	LCN2
TNFRSF13C	0.007497988047433587	115650	TNFRSF13C
CDC123	0.007461726991649886	8872	CDC123
PDIA2	0.008388873480442104	64714	PDIA2
CAMK2B	0.014977771215090436	816	CAMK2B
NAA80	0.004304386907552583	24142	NAA80
BATF2	0.004977801106625541	116071	BATF2
FKBP8	0.001806127779789602	23770	FKBP8
TSGA10	0.00871121761524762	80705	TSGA10
RAMP3	0.0032388192746441806	10268	RAMP3
TMEM201	0.024230193317295156	199953	TMEM201
NT5DC4	0.017294825077031253	284958	NT5DC4
BUD31	0.004998629174600462	8896	BUD31
PRMT1	0.0371009631638096	3276	PRMT1
EVPLL	0.003166862150991497	645027	EVPLL
ETV7	0.004438284457571076	51513	ETV7
PADI2	0.005606416358706063	11240	PADI2
NWD1	0.003921762044091215	284434	NWD1
SEL1L3	0.01286176317202213	23231	SEL1L3
USP6	0.0013675270162426649	9098	USP6
TAP2	0.01004046119539035	6891	TAP2
TMEM240	0.004738330243133466	339453	TMEM240
RFC3	0.008632094568801164	5983	RFC3
CMTM1	0.010079152369143779	113540	CMTM1
TTPA	0.020786774805162778	7274	TTPA
PMM2	0.01323022220744848	5373	PMM2
HNRNPCL4	0.000375827189317711	101060301	HNRNPCL4
MRPL22	0.002924513108383829	29093	MRPL22
CNTRL	0.024577059483489195	11064	CNTRL
ZC3H8	0.028818939442063884	84524	ZC3H8
POLR3F	0.002731078361132597	10621	POLR3F
FIRRM	0.019317307305747808	55732	FIRRM
PHGDH	0.05159156513152215	26227	PHGDH
AR	0.030773126279443126	367	AR
MORC2	0.006548391402052695	22880	MORC2
KRTAP10-6	5.8288293398278615e-05	386674	KRTAP10-6
HDAC7	0.010265337075714111	51564	HDAC7
GDAP1L1	0.009343801604141291	78997	GDAP1L1
ZSCAN5B	0.0013164090208856883	342933	ZSCAN5B
KBTBD13	0.00046196853491934514	390594	KBTBD13
ELL	0.012576349544014534	8178	ELL
TMED3	0.00504703386812817	23423	TMED3
TRAM1	0.01612290633256012	23471	TRAM1
CEP152	0.021595784306919625	22995	CEP152
OR2M3	0.00024004769941074786	127062	OR2M3
RNF225	0.0014056022497081974	646862	RNF225
SLC9A6	0.004222402339647254	10479	SLC9A6
ERVMER34-1	0.003403296807775127	100288413	ERVMER34-1
C8G	0.006098786529198489	733	C8G
CDY1	4.896754061667556e-05	9085	CDY1
IQCK	0.009874602996734289	124152	IQCK
CRYM	0.0071470185102065105	1428	CRYM
PCMTD2	0.015957199809891347	55251	PCMTD2
TEP1	0.011942665651099691	7011	TEP1
ZNF487	0.033892304051929605	642819	ZNF487
RAD21L1	0.009208233399857909	642636	RAD21L1
ANKRD16	0.011216609380186121	54522	ANKRD16
PLP1	0.01562502152442343	5354	PLP1
POLR2C	0.017074499860642942	5432	POLR2C
MBD2	0.04079553955893718	8932	MBD2
GPR68	0.0048799420421791	8111	GPR68
ITGAL	0.03700347945438944	3683	ITGAL
NFU1	0.022430401454715285	27247	NFU1
KLRD1	0.0045443040727948854	3824	KLRD1
NEK4	0.002570107508926399	6787	NEK4
GZMK	0.0008729731057882419	3003	GZMK
S100A1	0.0016136620736627064	6271	S100A1
CATSPERD	0.0001659727702475492	257062	CATSPERD
RNF170	0.006650147235629181	81790	RNF170
PANK2	0.0021853035201475452	80025	PANK2
TRPC6	0.0006495276463109874	7225	TRPC6
ARF3	0.0008271486984383006	377	ARF3
IFIT1B	0.0001352983268838788	439996	IFIT1B
ERICH2	0.001718561910041859	285141	ERICH2
MCM3	0.008212535106249912	4172	MCM3
UBE2J2	0.0017932206002156516	118424	UBE2J2
FBXO22	0.0014402065645983792	26263	FBXO22
B4GAT1	0.0025332547454843205	11041	B4GAT1
CD300LF	0.002607598668969991	146722	CD300LF
B3GLCT	0.0068145717169376535	145173	B3GLCT
MYCBP	0.003790508112155099	26292	MYCBP
TMEM210	0.0005118839540538754	100505993	TMEM210
SCGB1D1	0.0003720642897784635	10648	SCGB1D1
TSPAN19	0.002201617914337482	144448	TSPAN19
NBPF26	0.0013388647024000562	101060684	NBPF26
C16orf89	0.0009900560704102534	146556	C16orf89
H1-6	0.00012609308175211907	3010	H1-6
USP2	0.0011086852670868796	9099	USP2
RNPEP	0.001623096424499309	6051	RNPEP
NR1H3	0.0035923127066406426	10062	NR1H3
CYB5B	0.0013573244448035063	80777	CYB5B
ZG16B	0.003594798599373873	124220	ZG16B
OR2T35	8.453294652035401e-06	403244	OR2T35
CENPX	0.0027150414167564293	201254	CENPX
TCF12	0.002613293530549527	6938	TCF12
FOXA2	0.00276652455431892	3170	FOXA2
CD44	0.006562210713662806	960	CD44
MED4	0.0011658190870826647	29079	MED4
POLR1E	0.0022729665203736803	64425	POLR1E
HMGB3	0.004207949918606104	3149	HMGB3
BEX4	0.011634739946770037	56271	BEX4
TAF1	0.0009544584543353493	6872	TAF1
LRRIQ1	0.0019031959359669041	84125	LRRIQ1
WDR48	0.006732208029321046	57599	WDR48
ASF1B	0.0031220282334257507	55723	ASF1B
SPP1	0.010691070280156699	6696	SPP1
CHTOP	0.001830430031709673	26097	CHTOP
DAAM1	0.003246078589518363	23002	DAAM1
TOGARAM2	0.0020821895828163754	165186	TOGARAM2
GTF2E2	0.001972430042135223	2961	GTF2E2
NDUFAF4	0.004770264713271028	29078	NDUFAF4
DHX37	0.0028746037531763493	57647	DHX37
SH2D2A	0.004732525942447265	9047	SH2D2A
YAF2	0.005702905657036286	10138	YAF2
TCEAL6	0.0009905651796489154	158931	TCEAL6
DCC	0.0032895643418163903	1630	DCC
CD79A	0.007230811147554966	973	CD79A
PLXNB2	0.002229970465293102	23654	PLXNB2
PIP4P2	0.008666311162756719	55529	PIP4P2
PLAAT3	0.01880868532479054	11145	PLAAT3
IL1RL1	0.0027556998789247046	9173	IL1RL1
LMAN2L	0.0038122215393980403	81562	LMAN2L
PUS7L	0.0028452620175254727	83448	PUS7L
MAEL	0.003163423963442851	84944	MAEL
CKLF-CMTM1	0.0075522705328845184	100529251	CKLF-CMTM1
GTF2H4	0.002763011476078158	2968	GTF2H4
VCX3B	0.001651242065696351	425054	VCX3B
UHRF1	0.0025599779400550973	29128	UHRF1
RAI1	0.00674282720071062	10743	RAI1
ZNF558	0.008744538218022705	148156	ZNF558
TUBA1A	0.01741829733821586	7846	TUBA1A
ARPP21	0.005637549942068078	10777	ARPP21
PEX14	0.0018530593164296377	5195	PEX14
ATP6V0C	0.011072206156567748	527	ATP6V0C
GNG2	0.010344232078421318	54331	GNG2
PJVK	0.0032239871944261603	494513	PJVK
RNPS1	0.0010882897769937767	10921	RNPS1
ANHX	2.8754255508896965e-05	647589	ANHX
IGFBP3	0.015765100152787863	3486	IGFBP3
LIN54	0.004977201362854162	132660	LIN54
ERBB3	0.015363076249182777	2065	ERBB3
APLP1	0.004582106317859258	333	APLP1
WFS1	0.0037994221120310075	7466	WFS1
LSM11	0.008761934038595277	134353	LSM11
XRCC6	0.00405277342942415	2547	XRCC6
SFMBT2	0.0068793462837362105	57713	SFMBT2
KRT82	3.642266857902351e-05	3888	KRT82
CEL	0.006255435450673185	1056	CEL
ADGRA2	0.010307016940611712	25960	ADGRA2
COL4A3	0.008826364802021352	1285	COL4A3
ZNF460	0.004566886366096454	10794	ZNF460
SLC5A5	0.0006808056632511372	6528	SLC5A5
C18orf63	0.00014554148193292725	644041	C18orf63
RCL1	0.013823495008616129	10171	RCL1
NCAPD2	0.012653373722275908	9918	NCAPD2
ARFGEF1	0.004672460639550219	10565	ARFGEF1
GPC2	0.0023557901123514515	221914	GPC2
ZDHHC6	0.003410866905309019	64429	ZDHHC6
ACACB	0.006668184096863819	32	ACACB
KIR3DL1	0.0006491269855194178	3811	KIR3DL1
IFNGR1	0.004015554559673387	3459	IFNGR1
ADSS1	0.009268959000001502	122622	ADSS1
AQP7	0.005314492648673475	364	AQP7
POTEF	0.004926275452770035	728378	POTEF
RMI2	0.008485714920788692	116028	RMI2
CDON	0.004376589881615806	50937	CDON
ZBTB4	0.0018335979392663357	57659	ZBTB4
RABGGTB	0.0022627977428757756	5876	RABGGTB
HNRNPA1	0.0023885446152923807	3178	HNRNPA1
CLCN6	0.0038092192431302364	1185	CLCN6
TRAIP	0.003556687638903211	10293	TRAIP
OR10Q1	5.6950894166716895e-05	219960	OR10Q1
UGT1A4	0.0018062579872381982	54657	UGT1A4
NCAPG	0.015549650456315659	64151	NCAPG
ING2	0.003045345218292004	3622	ING2
CARMIL1	0.0034398638821434334	55604	CARMIL1
C10orf120	1.2612133968639451e-05	399814	C10orf120
CAVIN3	0.014242305723727023	112464	CAVIN3
KMT5C	0.005392019317468405	84787	KMT5C
ARHGAP12	0.004220997152955181	94134	ARHGAP12
TBC1D3C	0.0029481314752947607	414060	TBC1D3C
CSTPP1	0.0022765437296275682	79096	CSTPP1
NAA50	0.0017284185196877202	80218	NAA50
DTD2	0.006274938283818982	112487	DTD2
SEPTIN12	0.0014216185152556961	124404	SEPTIN12
SYN2	0.0008954664979989514	6854	SYN2
CFAP126	0.0007398473215822398	257177	CFAP126
SELENOP	0.004878870134895698	6414	SELENOP
CGB1	0.0011092810862912096	114335	CGB1
LHX9	0.004128834647435169	56956	LHX9
SIRT4	0.008628521701862736	23409	SIRT4
FAXC	0.014974645332936439	84553	FAXC
RPF1	0.0013390331611245502	80135	RPF1
BRI3	0.02200847194497175	25798	BRI3
SART3	0.003519756130715475	9733	SART3
CBY1	0.0016923297429651697	25776	CBY1
PPP1R3A	0.0002521187609947106	5506	PPP1R3A
GJB5	0.004805772579187813	2709	GJB5
IBTK	0.004518229128035099	25998	IBTK
EHF	0.009584027332449653	26298	EHF
SLC6A14	0.003224448498100844	11254	SLC6A14
CTBS	0.0036777500736032364	1486	CTBS
METTL13	0.003534850263950771	51603	METTL13
PTCD1	0.002899961768097493	26024	PTCD1
ST3GAL3	0.0014353038063033873	6487	ST3GAL3
YWHAZ	0.00037752232153964857	7534	YWHAZ
SLC36A1	0.0005374006048206528	206358	SLC36A1
DPP3	0.0003172331905249988	10072	DPP3
UQCR10	0.0006301030641078523	29796	UQCR10
YTHDF2	0.0009082244598644524	51441	YTHDF2
ADAMTS18	0.00038639274438426473	170692	ADAMTS18
CD109	0.00228544421172152	135228	CD109
SOST	0.0007989668045003902	50964	SOST
SP1	0.001745941016096101	6667	SP1
PPP3CC	0.006618890625910447	5533	PPP3CC
EPM2AIP1	0.004193484677652743	9852	EPM2AIP1
JAK1	0.0033402257745299606	3716	JAK1
MAGEB16	0.0007058435660886095	139604	MAGEB16
NFYB	0.004927638946027154	4801	NFYB
MRPL35	0.005016944158533585	51318	MRPL35
GOLGA8H	0.00258445859908517	728498	GOLGA8H
VTCN1	0.0038506653157643045	79679	VTCN1
OAS3	0.012461777205775399	4940	OAS3
OR7G1	1.351132054817505e-05	125962	OR7G1
LRRC9	0.0012533527025574104	341883	LRRC9
CLN8	0.0019830578809256084	2055	CLN8
CPVL	0.007633773290972549	54504	CPVL
DYRK3	0.001257130190481844	8444	DYRK3
TMEM9B	0.0030211219171151654	56674	TMEM9B
RTL8A	0.008872239559742744	26071	RTL8A
LMBRD1	0.0062952676653324135	55788	LMBRD1
PTPRH	0.009888382846552626	5794	PTPRH
PSIP1	0.005259141934970684	11168	PSIP1
PRRC2A	0.010400292647217943	7916	PRRC2A
PCDHGA3	0.0013617416446135913	56112	PCDHGA3
TRIP12	0.0022757516402427632	9320	TRIP12
PSG2	0.0016573049195103761	5670	PSG2
VAX1	0.0017538387432174422	11023	VAX1
ENTPD2	0.007158112694813146	954	ENTPD2
POTEI	0.0014854228437732502	653269	POTEI
TMEM231	0.006035310018210228	79583	TMEM231
IDUA	0.00206274876773532	3425	IDUA
SPRR2B	0.00037644367983740205	6701	SPRR2B
EVA1B	0.012453169955258844	55194	EVA1B
WSCD1	0.0041833407827553	23302	WSCD1
PCYT2	0.0021205034936306816	5833	PCYT2
LIMK2	0.001396637951182532	3985	LIMK2
ZCCHC9	0.001530034757758688	84240	ZCCHC9
PEG3	0.002767825899895854	5178	PEG3
SMAD9	0.004296415879758347	4093	SMAD9
KCNIP4	0.0008300699754201903	80333	KCNIP4
LYZL4	0.00012060625607988549	131375	LYZL4
NUDT10	0.002903189311659125	170685	NUDT10
TMEM238	0.007174564994440042	388564	TMEM238
DAAM2	0.003715337176925172	23500	DAAM2
HBEGF	0.0013633441393011746	1839	HBEGF
OFD1	0.0014822535517301572	8481	OFD1
ADAMTS10	0.0013538393362080641	81794	ADAMTS10
TRRAP	0.0030236018823470373	8295	TRRAP
AMBP	0.0017143340721829815	259	AMBP
SEL1L	0.001093346775444145	6400	SEL1L
GNAS	0.00298245394813121	2778	GNAS
HAGHL	0.00493762873322375	84264	HAGHL
GGA3	0.0018408541456708565	23163	GGA3
HELB	0.005608389526741748	92797	HELB
CLEC3A	0.0022031789992786963	10143	CLEC3A
CSTA	0.015894745661564475	1475	CSTA
CDHR2	0.0012567694029042484	54825	CDHR2
SSB	0.004814507903393969	6741	SSB
OBI1	0.010851642839921941	79596	OBI1
PROP1	4.338248723547634e-05	5626	PROP1
LCTL	0.004103242129240587	197021	LCTL
SUPT5H	0.005478721792769939	6829	SUPT5H
GUCY2F	0.00028678898870857937	2986	GUCY2F
C2orf42	0.0016917814842672687	54980	C2orf42
PDZD4	0.004828113079618307	57595	PDZD4
LYPD5	0.0029068466648964767	284348	LYPD5
DACT3	0.00418788601282569	147906	DACT3
SLCO1C1	0.0009658100946177831	53919	SLCO1C1
SLC9A3	0.0031442778336161514	6550	SLC9A3
IL27RA	0.008417267489216495	9466	IL27RA
ULK2	0.004537361616075973	9706	ULK2
AVPI1	0.0035032135347447084	60370	AVPI1
TMEM160	0.0100871966360138	54958	TMEM160
PRR23C	3.716771318840931e-06	389152	PRR23C
MORN5	0.0021951303059542762	254956	MORN5
CHRM2	0.0006365817424734772	1129	CHRM2
SLC2A12	0.0022628024192383666	154091	SLC2A12
SETBP1	0.0036595953543072423	26040	SETBP1
SRSF7	0.0026288503692248016	6432	SRSF7
ATP5PD	0.0020102675264088744	10476	ATP5PD
OR5M3	2.506709994661223e-06	219482	OR5M3
CDH20	0.000890383741054383	28316	CDH20
YIPF6	0.006374294226651293	286451	YIPF6
XCL1	0.002329418844004245	6375	XCL1
DHX34	0.0020221753806991516	9704	DHX34
DHX35	0.0010671581382868636	60625	DHX35
HERC2	0.0015316452166039775	8924	HERC2
ACTL7B	0.00014265540741251702	10880	ACTL7B
LIMD2	0.009906560465250912	80774	LIMD2
GPR85	0.00454608236923738	54329	GPR85
ARHGAP4	0.003743434860538955	393	ARHGAP4
METTL22	0.0017830631062361027	79091	METTL22
IPMK	0.008283666685537455	253430	IPMK
RPS7	0.002033289906360951	6201	RPS7
KLHL25	0.0022526489778990494	64410	KLHL25
TEX29	0.0005778398537797943	121793	TEX29
POR	0.004231188416198443	5447	POR
HTR1D	0.0032660812469351673	3352	HTR1D
MFAP2	0.011599639557669367	4237	MFAP2
TAF1L	0.0004088448522500748	138474	TAF1L
CAMSAP1	0.0016747440926463638	157922	CAMSAP1
NCAM2	0.0034767190786629022	4685	NCAM2
TCF19	0.009969622044460228	6941	TCF19
FBLN2	0.004403955727543035	2199	FBLN2
ZBTB25	0.0008259059707808652	7597	ZBTB25
OR8J3	3.2628102991561456e-06	81168	OR8J3
HEXA	0.0011407557285520206	3073	HEXA
NCOA3	0.001989224408823328	8202	NCOA3
PRKRIP1	0.0011991087197698674	79706	PRKRIP1
GNAO1	0.003377150592891218	2775	GNAO1
GOLPH3	0.0009422683995329867	64083	GOLPH3
UBE2Q2	0.0016771272996504692	92912	UBE2Q2
QRSL1	0.004763224253769966	55278	QRSL1
SERGEF	0.0014941600621142948	26297	SERGEF
PDZD9	8.951556765482732e-05	255762	PDZD9
CPA3	0.000693709753886788	1359	CPA3
PYCARD	0.003852803790534498	29108	PYCARD
KEL	0.000731577953579963	3792	KEL
H2AC18	0.0023615907405945655	8337	H2AC18
SAFB2	0.0012187133347295461	9667	SAFB2
MARCHF7	0.0007493664835673374	64844	MARCHF7
GLYAT	0.00013787823304779888	10249	GLYAT
ACTN2	0.0025604946825392126	88	ACTN2
